date,sameday,3lag,7lag,14lag,lat,long,ws,air_temp,atmos_pres,visibility,dew_point,RH,
2-Jul,0.95471448,1.711551968,3.593873539,1.835601709,30.5167,47.7833,3.5,41.18,999.6,10000,8,15.39,Basra
3-Jul,1.333308721,1.795857333,1.289344167,1.802398081,30.5167,47.7833,5.43,38.14,1000.3,10000,8.93,20.93,Basra
4-Jul,0.637006793,1.176904474,1.184148994,2.854843735,30.5167,47.7833,6.5,36.77,997.2,10000,8.95,23.21,Basra
5-Jul,0.768421189,0.95471448,1.944696185,1.548802493,30.5167,47.7833,7.6,40.6,992.4,10000,5.72,13.04,Basra
6-Jul,0.67389132,1.333308721,1.711551968,2.004889613,30.5167,47.7833,4.86,41.36,992.54,10000,2.83,10.27,Basra
7-Jul,0.757152781,0.637006793,1.795857333,2.206950487,30.5167,47.7833,4.71,41.36,994.49,10000,5.37,13.77,Basra
8-Jul,1.424771066,0.768421189,1.176904474,3.484249422,30.5167,47.7833,3.57,41.17,996.17,10000,13.27,24.96,Basra
9-Jul,0.760208898,0.67389132,0.95471448,3.593873539,30.5167,47.7833,2.67,38.95,996.62,10000,15.93,32.94,Basra
10-Jul,0.729205257,0.757152781,1.333308721,1.289344167,30.5167,47.7833,2.75,38.33,997.08,10000,13.95,25.67,Basra
11-Jul,0.735037342,1.424771066,0.637006793,1.184148994,30.5167,47.7833,5.2,42.96,995.96,10000,11.62,18.84,Basra
12-Jul,1.004726564,0.760208898,0.768421189,1.944696185,30.5167,47.7833,6,39.06,995.47,10000,10.4,20.57,Basra
13-Jul,1.0749474,0.729205257,0.67389132,1.711551968,30.5167,47.7833,5,36.22,995.42,9400,9.68,23.28,Basra
14-Jul,0.96955888,0.735037342,0.757152781,1.795857333,30.5167,47.7833,4.6,44.76,998.78,10000,5.18,9.7,Basra
15-Jul,1.062503673,1.004726564,1.424771066,1.176904474,30.5167,47.7833,5.57,40.51,999.46,10000,8.63,18.69,Basra
16-Jul,1.092201621,1.0749474,0.760208898,0.95471448,30.5167,47.7833,7.38,38.76,995.65,9750,9.03,19.78,Basra
17-Jul,1.316184783,0.96955888,0.729205257,1.333308721,30.5167,47.7833,4,36.08,995.42,10000,11.2,24.13,Basra
18-Jul,1.067186226,1.062503673,0.735037342,0.637006793,30.5167,47.7833,3.4,43.42,997.13,10000,9.48,15.42,Basra
19-Jul,1.108660143,1.092201621,1.004726564,0.768421189,30.5167,47.7833,3.57,41.06,998.65,10000,10.3,19.37,Basra
20-Jul,1.040799407,1.316184783,1.0749474,0.67389132,30.5167,47.7833,8.5,40.63,997.35,10000,8.45,17.87,Basra
21-Jul,0.836706055,1.067186226,0.96955888,0.757152781,30.5167,47.7833,3.4,41.47,993.7,10000,5.83,14.36,Basra
22-Jul,1.409821037,1.108660143,1.062503673,1.424771066,30.5167,47.7833,5.5,40.86,995.9,9000,14.58,25.67,Basra
23-Jul,1.166820544,1.040799407,1.092201621,0.760208898,30.5167,47.7833,4.5,39.03,998.44,7625,24.75,48.71,Basra
24-Jul,1.556725035,0.836706055,1.316184783,0.729205257,30.5167,47.7833,3.5,41.57,998.9,8333.33,20.33,35.85,Basra
25-Jul,1.49836194,1.409821037,1.067186226,0.735037342,30.5167,47.7833,4,38.84,1001.13,9500,23.8,44.1,Basra
26-Jul,2.276906442,1.166820544,1.108660143,1.004726564,30.5167,47.7833,3.17,40.43,1002.3,9714.29,22.01,41.6,Basra
27-Jul,1.709580484,1.556725035,1.040799407,1.0749474,30.5167,47.7833,3.88,42.44,1000.08,9750,17.41,28.2,Basra
28-Jul,0.719482486,1.49836194,0.836706055,0.96955888,30.5167,47.7833,5.43,42,999.24,8428.57,19.8,32.04,Basra
29-Jul,1.660004891,2.276906442,1.409821037,1.062503673,30.5167,47.7833,3.33,36.37,999.73,5575,25.4,61.65,Basra
30-Jul,2.211158934,1.709580484,1.166820544,1.092201621,30.5167,47.7833,6,45.58,997.05,10000,13.55,20.64,Basra
31-Jul,1.534659305,0.719482486,1.556725035,1.316184783,30.5167,47.7833,5.86,43.17,995.03,10000,12.14,19.95,Basra
1-Aug,1.228532518,1.660004891,1.49836194,1.067186226,30.5167,47.7833,4.17,42.02,995.77,10000,13.53,22.88,Basra
2-Aug,1.845435529,2.211158934,2.276906442,1.108660143,30.5167,47.7833,4.17,41.08,996.98,10000,11.82,24.34,Basra
3-Aug,0.853573231,1.534659305,1.709580484,1.040799407,30.5167,47.7833,3.33,33.28,997.7,9500,14.83,35.3,Basra
4-Aug,0.718985526,1.228532518,0.719482486,0.836706055,30.5167,47.7833,4.71,37.06,994.23,10000,12.63,27.5,Basra
5-Aug,0.992530295,1.845435529,1.660004891,1.409821037,30.5167,47.7833,5.67,39.13,995.52,10000,10.15,20.33,Basra
6-Aug,0.87301375,0.853573231,2.211158934,1.166820544,30.5167,47.7833,4.8,35.84,996.68,10000,9.78,25.11,Basra
7-Aug,1.323369772,0.718985526,1.534659305,1.556725035,30.5167,47.7833,4.5,41.03,995.02,10000,10.08,17.09,Basra
8-Aug,0.946821175,0.992530295,1.228532518,1.49836194,30.5167,47.7833,5.5,38.5,993.34,10000,9.29,19.45,Basra
9-Aug,0.782463062,0.87301375,1.845435529,2.276906442,30.5167,47.7833,6.14,38.89,995.06,10000,7.47,16.62,Basra
10-Aug,1.447756598,1.323369772,0.853573231,1.709580484,30.5167,47.7833,5.5,36.5,998.23,10000,8.48,22.33,Basra
11-Aug,1.374622394,0.946821175,0.718985526,0.719482486,30.5167,47.7833,6.71,37.07,999.41,10000,11.9,24.72,Basra
12-Aug,1.857634913,0.782463062,0.992530295,1.660004891,30.5167,47.7833,4.63,35.18,999.58,10000,11.66,27.77,Basra
13-Aug,1.218053909,1.447756598,0.87301375,2.211158934,30.5167,47.7833,5.57,37.93,997.03,10000,11.27,22.23,Basra
14-Aug,1.100184905,1.374622394,1.323369772,1.534659305,30.5167,47.7833,6.8,37.34,995.2,10000,10.22,23.08,Basra
15-Aug,1.356526936,1.857634913,0.946821175,1.228532518,30.5167,47.7833,7.25,40.73,995.45,8250,4.55,11.54,Basra
16-Aug,1.357096109,1.218053909,0.782463062,1.845435529,30.5167,47.7833,5.71,37.8,997.01,10000,5.17,15.37,Basra
17-Aug,0.614523723,1.100184905,1.447756598,0.853573231,30.5167,47.7833,5.86,36.41,996.94,10000,3.63,15.25,Basra
18-Aug,1.294774965,1.356526936,1.374622394,0.718985526,30.5167,47.7833,6.71,36.01,996.4,10000,6.77,19.93,Basra
19-Aug,1.247877557,1.357096109,1.857634913,0.992530295,30.5167,47.7833,5,34.77,997.54,10000,5.79,21.78,Basra
20-Aug,1.169740988,0.614523723,1.218053909,0.87301375,30.5167,47.7833,5.57,35.97,998.53,10000,8.2,22.2,Basra
21-Aug,1.44568451,1.294774965,1.100184905,1.323369772,30.5167,47.7833,6.43,35.71,997.94,10000,7.19,21.31,Basra
22-Aug,0.820695856,1.247877557,1.356526936,0.946821175,30.5167,47.7833,3.71,36.5,997.69,10000,5.47,18.45,Basra
23-Aug,0.79246763,1.169740988,1.357096109,0.782463062,30.5167,47.7833,4.17,39.53,997.88,10000,7.52,16.43,Basra
24-Aug,0.774286995,1.44568451,0.614523723,1.447756598,30.5167,47.7833,4.14,35.89,999.54,10000,10,24.76,Basra
25-Aug,0.906054386,0.820695856,1.294774965,1.374622394,30.5167,47.7833,6,36.11,1000.5,10000,7.87,21.64,Basra
26-Aug,0.740334691,0.79246763,1.247877557,1.857634913,30.5167,47.7833,4.5,29.9,1000.53,10000,6.88,26.63,Basra
27-Aug,0.595935355,0.774286995,1.169740988,1.218053909,30.5167,47.7833,4.43,35.33,1000.74,10000,7.5,22.65,Basra
28-Aug,0.809210818,0.906054386,1.44568451,1.100184905,30.5167,47.7833,4.38,34.7,1000.46,10000,7.2,23.82,Basra
29-Aug,0.682845287,0.740334691,0.820695856,1.356526936,30.5167,47.7833,4.38,34.4,1000.78,10000,8.24,25.53,Basra
30-Aug,1.007640184,0.595935355,0.79246763,1.357096109,30.5167,47.7833,2.71,35.56,1000.86,10000,8.09,21.86,Basra
31-Aug,0.845975955,0.809210818,0.774286995,0.614523723,30.5167,47.7833,4.33,39.8,1001.48,10000,13.77,25.01,Basra
1-Sep,0.550937693,0.682845287,0.906054386,1.294774965,30.5167,47.7833,4.38,36.49,1003.26,10000,19.38,42.14,Basra
2-Sep,0.445682613,1.007640184,0.740334691,1.247877557,30.5167,47.7833,3,37.08,1006.78,9187.5,15.91,37.12,Basra
3-Sep,0.934570925,0.845975955,0.595935355,1.169740988,30.5167,47.7833,2.67,34.57,1005.83,10000,8.83,22.14,Basra
4-Sep,1.046204974,0.550937693,0.809210818,1.44568451,30.5167,47.7833,2.8,39.1,1003.72,10000,7.46,16.17,Basra
5-Sep,1.320693195,0.445682613,0.682845287,0.820695856,30.5167,47.7833,3,35.99,1002.46,10000,10.15,28.87,Basra
6-Sep,0.485297261,0.934570925,1.007640184,0.79246763,30.5167,47.7833,3.83,35.45,1004.47,7000,22.3,52.51,Basra
7-Sep,0.793581938,1.046204974,0.845975955,0.774286995,30.5167,47.7833,4.8,37.35,1005.9,8166.67,11.12,32.23,Basra
8-Sep,1.199219505,1.320693195,0.550937693,0.906054386,30.5167,47.7833,4.14,38,1004.2,10000,7.24,17.18,Basra
9-Sep,1.344029785,0.485297261,0.445682613,0.740334691,30.5167,47.7833,4.13,36.29,1002.84,10000,7.51,21.54,Basra
10-Sep,1.087545969,0.793581938,0.934570925,0.595935355,30.5167,47.7833,3.6,39.28,1002.64,10000,6.92,18.12,Basra
11-Sep,1.551999622,1.199219505,1.046204974,0.809210818,30.5167,47.7833,4,36.15,1002.62,10000,12.9,27.07,Basra
12-Sep,1.297678867,1.344029785,1.320693195,0.682845287,30.5167,47.7833,2.33,33.8,1004.35,10000,8.4,24.08,Basra
13-Sep,1.180807421,1.087545969,0.485297261,1.007640184,30.5167,47.7833,2.8,38.18,1004.62,10000,5.53,16.54,Basra
14-Sep,0.96989148,1.551999622,0.793581938,0.845975955,30.5167,47.7833,3,37.31,1004.1,9428.57,6.09,18.9,Basra
15-Sep,0.777683787,1.297678867,1.199219505,0.550937693,30.5167,47.7833,3.17,35.65,1003.73,9666.67,10.7,31.1,Basra
16-Sep,1.487197465,1.180807421,1.344029785,0.445682613,30.5167,47.7833,2.5,36.1,1003.03,9333.33,16.22,36.57,Basra
17-Sep,1.126142198,0.96989148,1.087545969,0.934570925,30.5167,47.7833,2.86,36.77,1006.5,9428.57,11.06,24.74,Basra
18-Sep,0.883783021,0.777683787,1.551999622,1.046204974,30.5167,47.7833,3.63,34.31,1006.2,9750,6.75,23.58,Basra
19-Sep,1.180979453,1.487197465,1.297678867,1.320693195,30.5167,47.7833,3.86,35.31,1004.54,10000,8.94,25.54,Basra
20-Sep,1.235648308,1.126142198,1.180807421,0.485297261,30.5167,47.7833,5,32.93,1003.92,8833.33,11.13,33.36,Basra
21-Sep,0.576365835,0.883783021,0.96989148,0.793581938,30.5167,47.7833,3.75,33.36,1004.06,10000,7.39,25.89,Basra
22-Sep,1.089971101,1.180979453,0.777683787,1.199219505,30.5167,47.7833,3.57,31.47,1004.34,10000,8.07,26.12,Basra
23-Sep,0.908941961,1.235648308,1.487197465,1.344029785,30.5167,47.7833,3.25,33.7,1004.16,9750,9.56,28.08,Basra
24-Sep,1.105879065,0.576365835,1.126142198,1.087545969,30.5167,47.7833,4.71,30.9,1005.84,10000,10.87,35.01,Basra
25-Sep,1.164999173,1.089971101,0.883783021,1.551999622,30.5167,47.7833,6,40.4,1006.6,10000,9.3,15.23,Basra
26-Sep,1.304217392,0.908941961,1.180979453,1.297678867,30.5167,47.7833,3,27.2,1004.1,10000,14.3,45.19,Basra
27-Sep,0.645924711,1.105879065,1.235648308,1.180807421,30.5167,47.7833,4,32.33,1005.3,10000,7.6,23.7,Basra
28-Sep,0.504347034,1.164999173,0.576365835,0.96989148,30.5167,47.7833,3.67,33.8,1005.18,10000,8.45,21.97,Basra
29-Sep,1.027442879,1.304217392,1.089971101,0.777683787,30.5167,47.7833,3.57,33.59,1003.73,10000,11.77,33.03,Basra
30-Sep,0.592313596,0.645924711,0.908941961,1.487197465,30.5167,47.7833,3.71,33.26,1004.1,8125,21.3,55.42,Basra
1-Oct,0.828649399,0.504347034,1.105879065,1.126142198,30.5167,47.7833,2.8,34.04,1007.89,7571.43,19.4,43.83,Basra
2-Oct,1.031301287,1.027442879,1.164999173,0.883783021,30.5167,47.7833,3,34.27,1010.23,8000,18.12,44.7,Basra
3-Oct,0.786269517,0.592313596,1.304217392,1.180979453,30.5167,47.7833,2.2,30.15,1009.88,10000,11.85,36.33,Basra
4-Oct,0.327593395,0.828649399,0.645924711,1.235648308,30.5167,47.7833,2.86,33.63,1008.87,10000,7.24,21.65,Basra
5-Oct,0.643677755,1.031301287,0.504347034,0.576365835,30.5167,47.7833,2.6,33.53,1009.15,10000,8.83,24.48,Basra
6-Oct,0.486991693,0.786269517,1.027442879,1.089971101,30.5167,47.7833,3,32.82,1009.16,10000,12.4,30.18,Basra
7-Oct,0.58990755,0.327593395,0.592313596,0.908941961,30.5167,47.7833,3.67,29.6,1011.49,10000,6.01,28.32,Basra
8-Oct,0.409138576,0.643677755,0.828649399,1.105879065,30.5167,47.7833,2.88,27.85,1013.23,10000,5.11,28.16,Basra
9-Oct,0.509860525,0.486991693,1.031301287,1.164999173,30.5167,47.7833,3.33,25.3,1013.02,10000,3.85,28.79,Basra
10-Oct,0.13246884,0.58990755,0.786269517,1.304217392,30.5167,47.7833,4.2,27.1,1011.96,10000,7.94,34.66,Basra
11-Oct,0.155778189,0.409138576,0.327593395,0.645924711,30.5167,47.7833,4.38,25.49,1011.56,10000,8.58,41.39,Basra
12-Oct,0.489454583,0.509860525,0.643677755,0.504347034,30.5167,47.7833,3.71,25.17,1011.43,10000,3.64,31.94,Basra
13-Oct,0.821661959,0.13246884,0.486991693,1.027442879,30.5167,47.7833,2.5,25.69,1010.73,10000,-0.79,20,Basra
14-Oct,1.498971345,0.155778189,0.58990755,0.592313596,30.5167,47.7833,2.2,28.04,1011.29,11285.71,0.19,18.7,Basra
15-Oct,1.326369372,0.489454583,0.409138576,0.828649399,30.5167,47.7833,2.5,31.86,1012.16,10000,1.56,16.87,Basra
16-Oct,1.044012833,0.821661959,0.509860525,1.031301287,30.5167,47.7833,3.57,27.21,1011.4,10000,-0.75,18.42,Basra
17-Oct,0.812343019,1.498971345,0.13246884,0.786269517,30.5167,47.7833,4.5,31.4,1012.13,10000,4.15,19.34,Basra
18-Oct,1.487043898,1.326369372,0.155778189,0.327593395,30.5167,47.7833,3.17,25.33,1012.97,10000,1.95,24.35,Basra
19-Oct,1.185877779,1.044012833,0.489454583,0.643677755,30.5167,47.7833,4.29,25.29,1013.31,10000,4.61,31.99,Basra
20-Oct,1.304968722,0.812343019,0.821661959,0.486991693,30.5167,47.7833,4.75,23.43,1012.01,10000,3.55,34.49,Basra
21-Oct,1.391102333,1.487043898,1.498971345,0.58990755,30.5167,47.7833,3.6,22.91,1012.99,10000,4.53,36.67,Basra
22-Oct,1.225078023,1.185877779,1.326369372,0.409138576,30.5167,47.7833,2.57,24.66,1013.85,10000,5.74,34.67,Basra
23-Oct,0.995066659,1.304968722,1.044012833,0.509860525,30.5167,47.7833,3.43,24.86,1011.84,9714.29,4.79,30.54,Basra
24-Oct,0.811918046,1.391102333,0.812343019,0.13246884,30.5167,47.7833,2.2,22.22,1012.62,10000,0,27.83,Basra
25-Oct,0.261159157,1.225078023,1.487043898,0.155778189,30.5167,47.7833,2.4,25.92,1013.48,8800,2.38,28.43,Basra
26-Oct,0.507680924,0.995066659,1.185877779,0.489454583,30.5167,47.7833,3,26.52,1015.18,9000,1.42,22.01,Basra
27-Oct,1.183626904,0.811918046,1.304968722,0.821661959,30.5167,47.7833,2.5,22.36,1015.16,8857.14,2.44,28.41,Basra
28-Oct,0.943593029,0.261159157,1.391102333,1.498971345,30.5167,47.7833,3.2,23.54,1015.6,10000,-0.66,23.92,Basra
29-Oct,1.033661135,0.507680924,1.225078023,1.326369372,30.5167,47.7833,4,23.82,1016.62,10000,1.95,26.72,Basra
30-Oct,1.116958601,1.183626904,0.995066659,1.044012833,30.5167,47.7833,3,21.86,1016.96,9571.43,-0.71,26.11,Basra
31-Oct,0.739183132,0.943593029,0.811918046,0.812343019,30.5167,47.7833,2.67,25.26,1016.57,9142.86,-0.67,20.69,Basra
1-Nov,0.321730505,1.033661135,0.261159157,1.487043898,30.5167,47.7833,3.5,24.79,1017.31,8250,7.75,38.93,Basra
2-Nov,0.609645036,1.116958601,0.507680924,1.185877779,30.5167,47.7833,2.86,25.38,1018.13,7412.5,8.85,45.31,Basra
3-Nov,0.566663371,0.739183132,1.183626904,1.304968722,30.5167,47.7833,2,26.11,1017.58,9250,7.98,39.23,Basra
4-Nov,1.173596018,0.321730505,0.943593029,1.391102333,30.5167,47.7833,2.4,24.64,1014.65,8625,8.1,40.34,Basra
5-Nov,0.916714411,0.609645036,1.033661135,1.225078023,30.5167,47.7833,3.83,25.3,1012.17,6714.29,10.94,48.18,Basra
6-Nov,1.004408131,0.566663371,1.116958601,0.995066659,30.5167,47.7833,4.57,25.4,1013.54,7428.57,18.9,69.72,Basra
7-Nov,0.816173611,1.173596018,0.739183132,0.811918046,30.5167,47.7833,7.33,28.2,1015.22,6833.33,18.87,61.5,Basra
8-Nov,1.152176078,0.916714411,0.321730505,0.261159157,30.5167,47.7833,5,27.39,1017.06,9142.86,15.93,50.72,Basra
9-Nov,0.396709054,1.004408131,0.609645036,0.507680924,30.5167,47.7833,5.63,25.61,1018.39,8625,17.73,62.46,Basra
10-Nov,0.975680495,0.816173611,0.566663371,1.183626904,30.5167,47.7833,3.25,25.96,1015.46,10000,17.3,61.21,Basra
11-Nov,0.999228296,1.152176078,1.173596018,0.943593029,30.5167,47.7833,3.29,24.93,1015.2,9750,18.61,70.4,Basra
12-Nov,0.833255251,0.396709054,0.916714411,1.033661135,30.5167,47.7833,4.38,20.99,1017.83,9125,18.73,87.34,Basra
13-Nov,0.593420998,0.975680495,1.004408131,1.116958601,30.5167,47.7833,4.14,20.95,1018.64,8375,15.94,74.61,Basra
14-Nov,0.460330072,0.999228296,0.816173611,0.739183132,30.5167,47.7833,2.67,20.47,1017.78,9000,13.5,66,Basra
15-Nov,0.700437805,0.833255251,1.152176078,0.321730505,30.5167,47.7833,2,17.9,1016.99,10000,10.86,65.65,Basra
16-Nov,0.522758607,0.593420998,0.396709054,0.609645036,30.5167,47.7833,2.6,20.08,1017.5,9600,12.32,62.34,Basra
17-Nov,1.032626864,0.460330072,0.975680495,0.566663371,30.5167,47.7833,3.43,20.99,1018.66,9142.86,13.53,64.57,Basra
18-Nov,0.596656989,0.700437805,0.999228296,1.173596018,30.5167,47.7833,5,18.8,1018.8,9000,11.59,64.56,Basra
19-Nov,0.39782471,0.522758607,0.833255251,0.916714411,30.5167,47.7833,2.5,17.67,1018.26,9500,9.53,59.82,Basra
20-Nov,0.428685219,1.032626864,0.593420998,1.004408131,30.5167,47.7833,7.43,22.39,1015.63,9428.57,14.31,61.52,Basra
21-Nov,0.436790333,0.596656989,0.460330072,0.816173611,30.5167,47.7833,5.43,23.83,1012.77,8285.71,16.86,65.64,Basra
22-Nov,0.397293029,0.39782471,0.700437805,1.152176078,30.5167,47.7833,6.33,18.67,1016.8,8666.67,14.67,78.43,Basra
23-Nov,0.507238156,0.428685219,0.522758607,0.396709054,30.5167,47.7833,4.17,16.6,1019.3,9333.33,8.73,62.82,Basra
24-Nov,0.623347643,0.436790333,1.032626864,0.975680495,30.5167,47.7833,3.71,16.5,1018.19,10000,6.26,52.99,Basra
25-Nov,0.907420161,0.397293029,0.596656989,0.999228296,30.5167,47.7833,3.8,15.98,1016.42,10000,6.13,56.96,Basra
26-Nov,1.57609721,0.507238156,0.39782471,0.833255251,30.5167,47.7833,7.13,21.08,1014.31,8125,12.33,58.94,Basra
27-Nov,1.01482002,0.623347643,0.428685219,0.593420998,30.5167,47.7833,4.5,18.92,1018.83,7833.33,14.67,77.06,Basra
28-Nov,1.769375211,0.907420161,0.436790333,0.460330072,30.5167,47.7833,5.38,19.4,1018.63,8375,17.18,87.54,Basra
29-Nov,1.298991289,1.57609721,0.397293029,0.700437805,30.5167,47.7833,4.38,18.35,1017.71,6000,17.11,92.8,Basra
30-Nov,0.972546822,1.01482002,0.507238156,0.522758607,30.5167,47.7833,3.67,15.64,1019.94,4337.5,14.21,91.78,Basra
1-Dec,1.671795062,1.769375211,0.623347643,1.032626864,30.5167,47.7833,2.5,13.97,1019.92,3183.33,13.4,96.52,Basra
2-Dec,0.435281277,1.298991289,0.907420161,0.596656989,30.5167,47.7833,2.43,17.87,1019.1,6714.29,17.06,95.35,Basra
3-Dec,1.202631553,0.972546822,1.57609721,0.39782471,30.5167,47.7833,3.29,19.78,1019.7,5750,18.3,91.98,Basra
4-Dec,0.220025615,1.671795062,1.01482002,0.428685219,30.5167,47.7833,3.29,19.06,1018.29,4642.86,18.03,94.14,Basra
5-Dec,0.786346833,0.435281277,1.769375211,0.436790333,30.5167,47.7833,2.8,18.43,1014.23,7142.86,15.56,84.76,Basra
6-Dec,0.691077059,1.202631553,1.298991289,0.397293029,30.5167,47.7833,4.5,15.68,1013.25,8750,14.03,90.43,Basra
7-Dec,1.024323324,0.220025615,0.972546822,0.507238156,30.5167,47.7833,2.5,14.05,1021.5,9000,10.92,82.53,Basra
8-Dec,0.852380321,0.786346833,1.671795062,0.623347643,30.5167,47.7833,3.5,13.41,1022.43,8250,8.2,73.98,Basra
9-Dec,0.436585732,0.691077059,0.435281277,0.907420161,30.5167,47.7833,2,15.05,1020.21,9250,8.5,68.49,Basra
10-Dec,0.571339965,1.024323324,1.202631553,1.57609721,30.5167,47.7833,2.67,15.5,1019.86,8750,9.84,71.42,Basra
11-Dec,0.264531899,0.852380321,0.220025615,1.01482002,30.5167,47.7833,3.14,15,1021.19,8285.71,9.76,72.6,Basra
12-Dec,0.359551487,0.436585732,0.786346833,1.769375211,30.5167,47.7833,3,13.55,1021.53,8375,8.1,72.31,Basra
13-Dec,0.334395993,0.571339965,0.691077059,1.298991289,30.5167,47.7833,3.14,13.69,1021.24,8571.43,7.54,68.9,Basra
14-Dec,0.981988323,0.264531899,1.024323324,0.972546822,30.5167,47.7833,2.75,14.99,1019.94,9500,7.89,64.93,Basra
15-Dec,0.681037726,0.359551487,0.852380321,1.671795062,30.5167,47.7833,5.75,17.29,1018.23,7375,12.9,76.53,Basra
16-Dec,0.835537079,0.334395993,0.436585732,0.435281277,30.5167,47.7833,8,19.17,1016.56,6642.86,12.23,67.07,Basra
17-Dec,1.188691459,0.981988323,0.571339965,1.202631553,30.5167,47.7833,4.4,16.7,1018.27,6428.57,15.16,91.06,Basra
18-Dec,0.931931991,0.681037726,0.264531899,0.220025615,30.5167,47.7833,4.17,14.08,1019.75,5083.33,13.47,96.22,Basra
19-Dec,0.657309326,0.835537079,0.359551487,0.786346833,30.5167,47.7833,3.71,12.61,1023.07,1757.14,11.51,93.33,Basra
20-Dec,0.949391582,1.188691459,0.334395993,0.691077059,30.5167,47.7833,4,12.7,1025.26,4428.57,9.61,83.69,Basra
21-Dec,0.814299263,0.931931991,0.981988323,1.024323324,30.5167,47.7833,3.29,11.86,1024.77,5714.29,7.8,77.8,Basra
22-Dec,0.714852636,0.657309326,0.681037726,0.852380321,30.5167,47.7833,3.67,12.21,1022.23,7625,6.44,70.56,Basra
23-Dec,0.435229373,0.949391582,0.835537079,0.436585732,30.5167,47.7833,4.8,14.37,1017.11,7285.71,9.09,72.18,Basra
24-Dec,1.593107263,0.814299263,1.188691459,0.571339965,30.5167,47.7833,5.57,14.06,1016.2,6571.43,10.29,80.26,Basra
25-Dec,0.611794311,0.714852636,0.931931991,0.264531899,30.5167,47.7833,5.13,11.54,1024.04,10000,2.54,57.6,Basra
26-Dec,0.831141123,0.435229373,0.657309326,0.359551487,30.5167,47.7833,4.25,9.21,1025.6,10000,1.58,62.05,Basra
27-Dec,1.053573907,1.593107263,0.949391582,0.334395993,30.5167,47.7833,4.29,11.43,1025.14,9250,3.34,59.24,Basra
28-Dec,1.031810098,0.611794311,0.814299263,0.981988323,30.5167,47.7833,5.67,10.93,1025.63,10000,5.33,69.12,Basra
29-Dec,0.629361896,0.831141123,0.714852636,0.681037726,30.5167,47.7833,3.38,12.25,1022.27,10000,4.38,61.09,Basra
30-Dec,0.807102707,1.053573907,0.435229373,0.835537079,30.5167,47.7833,2.71,12.34,1021.18,9714.29,3.87,58.81,Basra
31-Dec,0.644596598,1.031810098,1.593107263,1.188691459,30.5167,47.7833,2.5,13.03,1020.67,10000,5.61,61.88,Basra
18-Jun,2.232153534,0.04165757,9.049252639,12.81897898,31.95,44.95,3.5,34.51,1000.27,10000,13.47,29.94,Diwania
19-Jun,2.073543562,0.702398774,5.909883257,27.41137075,31.95,44.95,3,34.89,1000.99,10000,13.97,29.08,Diwania
20-Jun,2.479513024,3.744223119,1.657975789,12.67300151,31.95,44.95,1,32.48,1001.9,10000,11.48,29.66,Diwania
21-Jun,3.141253868,2.232153534,0.527340645,18.33088121,31.95,44.95,3,30.82,1004.75,10000,12.43,32.61,Diwania
22-Jun,2.809401102,2.073543562,0.04165757,1.115756253,31.95,44.95,3,33.27,1005.1,10000,11.56,28.53,Diwania
23-Jun,2.682045829,2.479513024,0.702398774,6.268980895,31.95,44.95,4,35,1002.94,10000,10.2,23.98,Diwania
24-Jun,1.521525738,3.141253868,3.744223119,0.124205299,31.95,44.95,3.75,35.29,1003.76,10000,8.54,20.18,Diwania
25-Jun,3.699678793,2.809401102,2.232153534,9.049252639,31.95,44.95,3,34.4,1003.81,10000,10.59,25.25,Diwania
26-Jun,2.007810608,2.682045829,2.073543562,5.909883257,31.95,44.95,3,34.47,1003,10000,12.27,26.93,Diwania
27-Jun,1.265901955,1.521525738,2.479513024,1.657975789,31.95,44.95,3.5,38.29,1001.74,10000,10.83,21.42,Diwania
28-Jun,0.974917919,3.699678793,3.141253868,0.527340645,31.95,44.95,2,38.86,1000.3,10000,12.74,22.75,Diwania
29-Jun,1.397064955,2.007810608,2.809401102,0.04165757,31.95,44.95,2,36.56,998.46,10000,13.11,26.99,Diwania
4-Jul,1.090634272,1.650929772,1.265901955,2.479513024,31.95,44.95,4,38,998.82,10000,11.92,21.99,Diwania
9-Jul,1.226973466,0.950863629,0.858582951,3.699678793,31.95,44.95,2,38.31,997.84,10000,17.74,30.5,Diwania
12-Jul,0.736648647,1.226973466,1.356875099,0.974917919,31.95,44.95,2,38.57,997.06,10000,15.09,26.34,Diwania
15-Jul,0.638831389,0.736648647,1.070009631,1.650929772,31.95,44.95,26,40.27,1000.93,10000,14.37,23.44,Diwania
16-Jul,1.144840813,0.982605037,1.226973466,0.858582951,31.95,44.95,3,40.23,997.47,10000,11.6,19.24,Diwania
17-Jul,0.963160663,0.772390682,0.780767504,0.799157113,31.95,44.95,3,41.08,997.24,10000,11.56,18.02,Diwania
18-Jul,0.6973362,0.638831389,0.524172323,1.090634272,31.95,44.95,2.5,38.81,1000.29,10000,12.01,21.9,Diwania
19-Jul,0.896557593,1.144840813,0.736648647,1.356875099,31.95,44.95,2,39.28,1001.59,10000,12.23,21.03,Diwania
20-Jul,0.929760062,0.963160663,0.982605037,0.950863629,31.95,44.95,2,38.06,1000.86,10000,12.46,23.66,Diwania
21-Jul,0.466286582,0.6973362,0.772390682,0.424198914,31.95,44.95,2.5,39.6,996.71,10000,13.53,22.09,Diwania
24-Jul,0.813490667,0.466286582,0.963160663,0.780767504,31.95,44.95,3,41.93,997.9,10000,16.37,23.36,Diwania
